,mean,sd,hpd_3%,hpd_97%
αK[41],0.692,0.163,0.386,0.944
αK[42],0.797,0.15,0.498,0.988
αK[43],0.805,0.152,0.512,0.996
αK[44],0.748,0.166,0.441,0.984
αK[45],0.829,0.145,0.544,0.99
αK[46],0.676,0.149,0.374,0.915
αK[47],0.82,0.139,0.551,0.986
αK[48],0.814,0.146,0.542,0.993
αK[49],0.818,0.155,0.516,0.998
αK[50],0.397,0.2,0.058,0.74
αK[51],0.77,0.155,0.477,0.973
αK[52],0.11,0.092,0.003,0.269
αK[53],0.82,0.143,0.558,0.991
αK[54],0.732,0.156,0.445,0.963
αK[55],0.755,0.171,0.437,0.991
αK[56],0.469,0.106,0.284,0.665
αK[57],0.814,0.143,0.542,0.991
αJK[0],0.803,0.14,0.549,0.988
αJK[1],0.615,0.111,0.411,0.826
αJK[2],0.73,0.159,0.438,0.974
αJK[3],0.777,0.161,0.476,0.984
αJK[4],0.807,0.155,0.51,0.99
αJK[5],0.781,0.146,0.499,0.973
αJK[6],0.738,0.14,0.495,0.966
αJK[7],0.835,0.137,0.572,0.996
αJK[8],0.808,0.143,0.539,0.982
αJK[9],0.75,0.153,0.453,0.961
αJK[10],0.61,0.2,0.244,0.944
αJK[11],0.067,0.016,0.039,0.097
αJK[12],0.805,0.145,0.518,0.989
αJK[13],0.803,0.154,0.504,0.989
αJK[14],0.04,0.01,0.022,0.058
αJK[15],0.463,0.143,0.211,0.739
αJK[16],0.786,0.13,0.529,0.975
αJK[17],0.858,0.134,0.612,0.996
αJK[18],0.774,0.15,0.495,0.98
αJK[19],0.028,0.012,0.009,0.051
αJK[20],0.699,0.148,0.445,0.951
αJK[21],0.804,0.167,0.458,0.993
αJK[22],0.713,0.211,0.306,0.981
αJK[23],0.854,0.131,0.607,0.996
αJK[24],0.791,0.157,0.488,0.99
αJK[25],0.865,0.115,0.657,0.996
αJK[26],0.828,0.149,0.542,0.994
αJK[27],0.804,0.148,0.52,0.986
αJK[28],0.32,0.061,0.21,0.441
αJK[29],0.029,0.016,0.006,0.058
αJK[30],0.79,0.174,0.432,0.993
αJK[31],0.656,0.155,0.349,0.902
αJK[32],0.731,0.138,0.464,0.948
αJK[33],0.049,0.015,0.026,0.079
αJK[34],0.657,0.149,0.389,0.914
αJK[35],0.056,0.026,0.016,0.102
αJK[36],0.725,0.159,0.436,0.973
αJK[37],0.694,0.14,0.435,0.923
αJK[38],0.388,0.083,0.235,0.546
αJK[39],0.024,0.016,0.004,0.051
αJK[40],0.28,0.136,0.057,0.537
αJK[41],0.675,0.177,0.35,0.955
αJK[42],0.727,0.191,0.366,0.982
αJK[43],0.512,0.131,0.276,0.751
αJK[44],0.753,0.129,0.528,0.955
αJK[45],0.736,0.155,0.433,0.964
αJK[46],0.741,0.147,0.463,0.964
αJK[47],0.764,0.147,0.501,0.976
αJK[48],0.778,0.143,0.501,0.978
αJK[49],0.806,0.151,0.516,0.998
αJK[50],0.737,0.189,0.383,0.992
αJK[51],0.878,0.112,0.652,0.996
αJK[52],0.05,0.013,0.029,0.075
αJK[53],0.852,0.128,0.6,0.993
αJK[54],0.728,0.135,0.472,0.942
αJK[55],0.114,0.014,0.088,0.141
αJK[56],0.771,0.149,0.479,0.99
αJK[57],0.873,0.114,0.652,0.996
αT[0],0.596,0.2,0.221,0.921
αT[1],0.062,0.049,0.005,0.158
αT[2],0.604,0.193,0.257,0.929
αT[3],0.569,0.202,0.194,0.898
αT[4],0.325,0.205,0.026,0.713
αT[5],0.59,0.188,0.232,0.889
αT[6],0.014,0.023,0.0,0.046
αT[7],0.513,0.185,0.18,0.842
αT[8],0.602,0.192,0.267,0.934
αT[9],0.556,0.204,0.198,0.912
αT[10],0.57,0.197,0.204,0.892
αT[11],0.075,0.051,0.009,0.173
αT[12],0.48,0.207,0.108,0.843
αT[13],0.591,0.176,0.288,0.919
αT[14],0.535,0.205,0.184,0.905
αT[15],0.593,0.195,0.248,0.926
αT[16],0.588,0.183,0.28,0.928
αT[17],0.464,0.206,0.105,0.826
αT[18],0.398,0.189,0.076,0.728
αT[19],0.274,0.168,0.022,0.589
αT[20],0.602,0.196,0.271,0.939
αT[21],0.561,0.192,0.184,0.866
αT[22],0.557,0.206,0.196,0.91
αT[23],0.59,0.196,0.243,0.938
αT[24],0.57,0.199,0.215,0.917
αT[25],0.558,0.194,0.207,0.889
αT[26],0.543,0.199,0.186,0.89
αT[27],0.598,0.192,0.256,0.937
αT[28],0.591,0.197,0.216,0.9
αT[29],0.434,0.188,0.128,0.78
αT[30],0.006,0.009,0.0,0.02
αT[31],0.301,0.17,0.048,0.605
αT[32],0.574,0.191,0.246,0.918
αT[33],0.317,0.177,0.031,0.618
αT[34],0.471,0.177,0.186,0.82
αT[35],0.355,0.202,0.047,0.725
αT[36],0.557,0.198,0.175,0.873
αT[37],0.597,0.197,0.246,0.934
αT[38],0.608,0.188,0.273,0.931
αT[39],0.07,0.05,0.008,0.163
αT[40],0.029,0.031,0.001,0.079
αT[41],0.6,0.192,0.246,0.915
αT[42],0.325,0.178,0.037,0.654
αT[43],0.528,0.208,0.133,0.876
αT[44],0.587,0.192,0.223,0.894
αT[45],0.435,0.159,0.149,0.729
αT[46],0.602,0.188,0.283,0.931
αT[47],0.598,0.194,0.248,0.939
αT[48],0.609,0.189,0.278,0.94
αT[49],0.592,0.197,0.245,0.917
αT[50],0.006,0.01,0.0,0.018
αT[51],0.388,0.247,0.028,0.846
αT[52],0.053,0.039,0.008,0.121
αT[53],0.614,0.19,0.255,0.916
αT[54],0.569,0.207,0.204,0.926
αT[55],0.571,0.196,0.225,0.911
αT[56],0.61,0.188,0.277,0.932
αT[57],0.588,0.2,0.232,0.919
αTJ[0],0.701,0.139,0.455,0.935
αTJ[1],0.593,0.149,0.314,0.839
αTJ[2],0.686,0.137,0.437,0.906
αTJ[3],0.641,0.156,0.341,0.902
αTJ[4],0.621,0.136,0.373,0.865
αTJ[5],0.68,0.13,0.439,0.901
αTJ[6],0.636,0.137,0.381,0.866
αTJ[7],0.632,0.137,0.379,0.867
αTJ[8],0.694,0.134,0.437,0.906
αTJ[9],0.694,0.129,0.45,0.916
αTJ[10],0.723,0.145,0.444,0.951
αTJ[11],0.606,0.135,0.367,0.848
αTJ[12],0.539,0.161,0.26,0.842
αTJ[13],0.663,0.126,0.409,0.874
αTJ[14],0.699,0.153,0.425,0.954
αTJ[15],0.668,0.141,0.396,0.893
αTJ[16],0.375,0.127,0.167,0.62
αTJ[17],0.668,0.134,0.42,0.892
αTJ[18],0.282,0.103,0.091,0.463
αTJ[19],0.419,0.156,0.151,0.712
αTJ[20],0.7,0.131,0.443,0.913
αTJ[21],0.679,0.141,0.419,0.91
αTJ[22],0.662,0.149,0.367,0.911
αTJ[23],0.663,0.155,0.368,0.902
αTJ[24],0.429,0.124,0.201,0.658
αTJ[25],0.466,0.117,0.251,0.684
αTJ[26],0.348,0.118,0.142,0.559
αTJ[27],0.665,0.145,0.391,0.921
αTJ[28],0.661,0.153,0.393,0.936
αTJ[29],0.45,0.172,0.144,0.756
αTJ[30],0.593,0.162,0.305,0.877
αTJ[31],0.808,0.141,0.528,0.984
αTJ[32],0.671,0.129,0.425,0.885
αTJ[33],0.399,0.137,0.153,0.647
αTJ[34],0.452,0.135,0.216,0.703
αTJ[35],0.479,0.151,0.22,0.755
αTJ[36],0.595,0.14,0.35,0.85
αTJ[37],0.496,0.138,0.261,0.771
αTJ[38],0.702,0.136,0.439,0.917
αTJ[39],0.214,0.136,0.02,0.472
αTJ[40],0.551,0.143,0.276,0.804
αTJ[41],0.54,0.124,0.315,0.773
αTJ[42],0.552,0.145,0.303,0.815
αTJ[43],0.659,0.139,0.42,0.913
αTJ[44],0.779,0.141,0.495,0.973
αTJ[45],0.772,0.136,0.517,0.976
αTJ[46],0.701,0.133,0.461,0.929
αTJ[47],0.445,0.125,0.215,0.672
αTJ[48],0.662,0.155,0.361,0.904
αTJ[49],0.657,0.15,0.369,0.901
αTJ[50],0.725,0.151,0.456,0.96
αTJ[51],0.537,0.144,0.235,0.761
αTJ[52],0.647,0.16,0.337,0.899
αTJ[53],0.622,0.136,0.348,0.842
αTJ[54],0.736,0.145,0.476,0.965
αTJ[55],0.273,0.121,0.06,0.479
αTJ[56],0.669,0.152,0.389,0.929
αTJ[57],0.624,0.145,0.34,0.859
αTJK[0],0.82,0.142,0.553,0.994
αTJK[1],0.102,0.019,0.066,0.136
αTJK[2],0.824,0.139,0.551,0.987
αTJK[3],0.055,0.014,0.032,0.081
αTJK[4],0.134,0.022,0.096,0.176
αTJK[5],0.795,0.156,0.495,0.986
αTJK[6],0.047,0.012,0.027,0.07
αTJK[7],0.72,0.152,0.461,0.97
αTJK[8],0.806,0.156,0.499,0.991
αTJK[9],0.796,0.159,0.488,0.99
αTJK[10],0.041,0.013,0.018,0.067
αTJK[11],0.015,0.015,0.001,0.04
αTJK[12],0.145,0.027,0.098,0.194
αTJK[13],0.642,0.149,0.376,0.92
αTJK[14],0.01,0.013,0.0,0.028
αTJK[15],0.812,0.153,0.507,0.995
αTJK[16],0.106,0.021,0.069,0.144
αTJK[17],0.595,0.199,0.26,0.942
αTJK[18],0.181,0.144,0.012,0.466
αTJK[19],0.196,0.2,0.001,0.621
αTJK[20],0.804,0.15,0.519,0.996
αTJK[21],0.771,0.166,0.459,0.993
αTJK[22],0.032,0.011,0.011,0.052
αTJK[23],0.8,0.141,0.539,0.989
αTJK[24],0.517,0.128,0.283,0.753
αTJK[25],0.55,0.272,0.075,0.953
αTJK[26],0.068,0.013,0.046,0.095
αTJK[27],0.814,0.151,0.541,0.994
αTJK[28],0.536,0.146,0.276,0.821
αTJK[29],0.39,0.259,0.008,0.836
αTJK[30],0.075,0.016,0.046,0.105
αTJK[31],0.105,0.02,0.071,0.141
αTJK[32],0.721,0.155,0.423,0.963
αTJK[33],0.455,0.231,0.068,0.848
αTJK[34],0.111,0.02,0.072,0.147
αTJK[35],0.325,0.234,0.004,0.763
αTJK[36],0.054,0.013,0.028,0.076
αTJK[37],0.118,0.021,0.08,0.159
αTJK[38],0.806,0.159,0.508,0.995
αTJK[39],0.407,0.263,0.018,0.849
αTJK[40],0.025,0.019,0.002,0.056
αTJK[41],0.801,0.166,0.47,0.995
αTJK[42],0.069,0.014,0.046,0.095
αTJK[43],0.661,0.157,0.372,0.928
αTJK[44],0.806,0.158,0.481,0.992
αTJK[45],0.463,0.106,0.256,0.662
αTJK[46],0.811,0.15,0.53,0.993
αTJK[47],0.549,0.247,0.131,0.951
αTJK[48],0.803,0.154,0.506,0.997
αTJK[49],0.755,0.163,0.453,0.985
αTJK[50],0.05,0.013,0.028,0.074
αTJK[51],0.039,0.011,0.019,0.059
αTJK[52],0.386,0.206,0.061,0.769
αTJK[53],0.44,0.249,0.047,0.862
αTJK[54],0.831,0.141,0.561,0.991
αTJK[55],0.125,0.038,0.056,0.193
αTJK[56],0.753,0.151,0.481,0.97
αTJK[57],0.809,0.154,0.516,0.994
