Participant,Stimulus,US Exp,BorderColor
137,DMN1,1.025402925,#ffd92f
138,DMN1,1.391358034,#ffd92f
139,DMN1,3.638555603,#ffd92f
140,DMN1,2.624485597,#ffd92f
141,DMN1,1.26640128,#ffd92f
142,DMN1,2.325102881,#ffd92f
143,DMN1,4.280552724,#ffd92f
144,DMN1,3.200823045,#ffd92f
145,DMN1,4.765046296,#ffd92f
146,DMN1,1.244170096,#ffd92f
147,DMN1,3.325655864,#ffd92f
148,DMN1,1.766803841,#ffd92f
149,DMN1,1.238918583,#ffd92f
150,DMN1,4.744951949,#ffd92f
151,DMN1,3.208333333,#ffd92f
152,DMN1,1.042052469,#ffd92f
153,DMN1,1.722908114,#ffd92f
154,DMN1,1.894985676,#ffd92f
155,DMN1,1.049913194,#ffd92f
156,DMN1,4.977237655,#ffd92f
157,DMN1,2.983539241,#ffd92f
158,DMN1,3.342451132,#ffd92f
159,DMN1,3.017383746,#ffd92f
160,DMN1,1.037892212,#ffd92f
161,DMN1,3.053497942,#ffd92f
162,DMN1,3.637860082,#ffd92f
163,DMN1,2.764060398,#ffd92f
164,DMN1,3.27709197,#ffd92f
165,DMN1,3.754850088,#ffd92f
166,DMN1,1.509127722,#ffd92f
167,DMN1,1.105624143,#ffd92f
101,MN-2,1.111111111,#ffd92f
102,MN-2,3.656790123,#ffd92f
103,MN-2,2.975308642,#ffd92f
104,MN-2,1.256790123,#ffd92f
105,MN-2,3.026711587,#ffd92f
106,MN-2,3.639403292,#ffd92f
107,MN-2,3.940477038,#ffd92f
108,MN-2,1.242798354,#ffd92f
109,MN-2,1.004115226,#ffd92f
110,MN-2,2.655692751,#ffd92f
111,MN-2,4.804465673,#ffd92f
112,MN-2,1.021162334,#ffd92f
113,MN-2,1.937242798,#ffd92f
114,MN-2,2.572254372,#ffd92f
115,MN-2,3.658892747,#ffd92f
116,MN-2,4.830471354,#ffd92f
117,MN-2,1.724279888,#ffd92f
118,MN-2,2.97628916,#ffd92f
119,MN-2,4.32647479,#ffd92f
120,MN-2,1.01611797,#ffd92f
121,MN-2,2.333333333,#ffd92f
122,MN-2,4.433575838,#ffd92f
123,MN-2,1.263374486,#ffd92f
124,MN-2,3.646219136,#ffd92f
125,MN-2,3.585733882,#ffd92f
126,MN-2,3.17794084,#ffd92f
127,MN-2,4.956018519,#ffd92f
128,MN-2,4.87297172,#ffd92f
129,MN-2,4.10997848,#ffd92f
130,MN-2,4.970370371,#ffd92f
131,MN-2,2.327846522,#ffd92f
132,MN-2,3.428420199,#ffd92f
133,MN-2,4.9478738,#ffd92f
134,MN-2,4.935763889,#ffd92f
135,MN-2,1.076817548,#ffd92f
136,MN-2,2.330589849,#ffd92f
137,MN-2,1.057423418,#ffd92f
138,MN-2,3.393827179,#ffd92f
139,MN-2,2.346670908,#ffd92f
140,MN-2,1.11042524,#ffd92f
141,MN-2,1.216446162,#ffd92f
142,MN-2,4.944032922,#ffd92f
143,MN-2,4.972137275,#ffd92f
144,MN-2,1.034567901,#ffd92f
145,MN-2,4.739969136,#ffd92f
146,MN-2,1.679012346,#ffd92f
147,MN-2,1.055973508,#ffd92f
148,MN-2,2.936899863,#ffd92f
149,MN-2,1.261256884,#ffd92f
150,MN-2,4.425108518,#ffd92f
151,MN-2,3.611496914,#ffd92f
152,MN-2,1.05941358,#ffd92f
153,MN-2,4.935528205,#ffd92f
154,MN-2,2.931703897,#ffd92f
155,MN-2,1.053690844,#ffd92f
156,MN-2,2.34220679,#ffd92f
157,MN-2,1.017832647,#ffd92f
158,MN-2,1.014345422,#ffd92f
159,MN-2,3.044425129,#ffd92f
160,MN-2,1.040599529,#ffd92f
161,MN-2,2.323731138,#ffd92f
162,MN-2,4.226337448,#ffd92f
163,MN-2,1.032921842,#ffd92f
164,MN-2,3.117969905,#ffd92f
165,MN-2,1.017636684,#ffd92f
166,MN-2,2.656523694,#ffd92f
167,MN-2,1.563786008,#ffd92f
