Participant,Stimulus,US Exp,BorderColor
154,H-,1.588892213,#e41a1c
155,H-,1.089731224,#e41a1c
156,H-,1.028549383,#e41a1c
157,H-,1.020576194,#e41a1c
158,H-,1.026408179,#e41a1c
159,H-,2.994205418,#e41a1c
160,H-,1.076412707,#e41a1c
161,H-,1.260631001,#e41a1c
162,H-,1.005486968,#e41a1c
163,H-,1.0301784,#e41a1c
164,H-,2.015089226,#e41a1c
165,H-,1.020458554,#e41a1c
166,H-,1.041973725,#e41a1c
167,H-,1.024691358,#e41a1c
